MODEL,VENDOR,MODEL_GSM,YEAR_RELEASED_GSM,MONTH_RELEASED_GSM,TIME_RELEASED_GSM,PRICE_RELEASED_GSM,DIAGONAL_SCREEN_SIZE_GSM,DETAIL_NAME_GSM
sgh-i747m,samsung,galaxy s iii i747,2012,7,2012.5,300,4.8,"for at&t
also known as samsung sgh-i747, samsung galaxy s iii at&t"
xt1039,motorola,moto g 4g dual sim (2nd gen),2015,1,2015,240,5,"also known as motorola moto g lte (2nd gen.), motorola moto g 4g (2015)"
p705,lg,optimus l7 p700,2012,5,2012.333333,120,4.3,p705
sm-g720,samsung,galaxy grand max,2015,1,2015,260,5.25,sm-g720
sm-c5000,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
d838,lg,g pro 2,2014,4,2014.25,310,5.9,d838
sp ai,micromax,canvas a1 aq4502,2015,6,2015.416667,90,4.5,NA
d728x,htc,desire 728 dual sim,2015,11,2015.833333,240,5.5,available as htc desire 728g dual sim with 1.5 gb ram and no lte
gt-s5380,samsung,wave y s5380,2011,11,2011.833333,90,3.2,"also known as samsung wave538, 
samsung wave y lafleur edition"
st23i,sony,xperia miro,2012,9,2012.666667,150,3.5,st23i
sm-a9100,samsung,galaxy a9 (2016),2016,1,2016,460,6,also known as samsung galaxy a9 (2016) duos with dual-sim card slots
le x821,leeco,le max 2,2016,5,2016.333333,350,5.7,NA
830lc,lenovo,a830,2013,NA,NA,140,5,NA
m1 note,meizu,m1 note,2015,1,2015,130,5.5,m1 note
lumia 640 xl lte,microsoft,lumia 640 xl lte,2015,4,2015.25,200,5.7,lumia 640 xl lte
a51w,oppo,mirror 5,2015,8,2015.583333,220,5,NA
m3s,meizu,m3s,2016,6,2016.416667,120,5,m3s
sm-j500n0,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
s7-104,huawei,ideos s7 slim cdma,2011,NA,NA,210,7,"tablet with no support for gsm voice communication, sms, and mms."
sm-p900,samsung,galaxy s5 (usa),2014,4,2014.25,480,5.1,versions: g900v (verizon); g900r4 (us cellular); g900p (sprint)
f320l,lg,g2 mini lte,2014,3,2014.166667,180,4.7,"also known as lg d620, lg d620r, lg d620k"
f3311,sony,xperia e5,2016,6,2016.416667,190,5,NA
note 1 lte w,samsung,galaxy note n7000,2011,10,2011.75,270,5.3,"also known as samsung gt-n7000, samsung i9220"
sm-g935w8,samsung,galaxy s7 edge,2016,3,2016.166667,600,5.5,"versions: g935 (usa); g935f (global); g935fd (southeast asia)
also known as samsung galaxy s7 edge duos with dual-sim card slots "
tit-al00,huawei,y6 pro,2015,10,2015.75,280,5,"also known as honor play 5x, enjoy 5"
d930,zte,chorus,2011,11,2011.833333,80,3.2,for cricket
f320s,lg,g2 mini lte,2014,3,2014.166667,180,4.7,"also known as lg d620, lg d620r, lg d620k"
h440n,lg,spirit,2015,3,2015.166667,120,4.7,h440n
mx4,meizu,mx4 pro,2014,12,2014.916667,400,5.5,mx4
gt-s6500,samsung,galaxy mini 2 s6500,2012,3,2012.166667,90,3.27,NA
tit-l01,huawei,y6 pro,2015,10,2015.75,280,5,"also known as honor play 5x, enjoy 5"
s939,lenovo,s939,2014,5,2014.333333,180,6,s939
gt-p5113,samsung,galaxy note 8.0 wi-fi,2013,4,2013.25,280,8,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung galaxy note 511, samsung galaxy note 8 wifi, samsung gt-n5110"
a8-50lc,lenovo,tab 2 a8-50,2015,6,2015.416667,120,8,"versions:
wi-fi only
wi-fi + 4g/3g (data only)"
d722,lg,g3 s,2014,8,2014.583333,190,5,d722
x5pro,vivo,x5pro,2015,6,2015.416667,NA,5.2,x5pro
sm-g600,samsung,galaxy on7,2015,11,2015.833333,180,5.5,"versions: g600fy (india, brazil); galaxy wide g600s (korea)"
slate7 extreme,hp,slate7 extreme,2013,12,2013.916667,150,7,slate7 extreme
a606,lenovo,a606,2014,9,2014.666667,120,5,a606
d620,lg,g2 mini lte,2014,3,2014.166667,180,4.7,d620
desire 728 dual sim,htc,desire 728 dual sim,2015,11,2015.833333,240,5.5,desire 728 dual sim
sm-g386,samsung,galaxy core lte,2014,5,2014.333333,260,4.5,"also known as:
samsung g386f
samsung galaxy core 4g"
gt-s7560,samsung,galaxy ace 2 i8160,2012,5,2012.333333,130,3.8,available as samsung galaxy ace ii x s7560m for bell canada
shv-e110s,samsung,galaxy j1 ace,2015,10,2015.75,140,4.3,"versions: j110m (new zealand, latam); j110f (australia, africa, uae); j110g (malaysia, indonesia, singapore); j110l with no lte (brazil)
also known as samsung galaxy j1 ace duos with dual-sim card slots; samsung galaxy j1 ace neo j111f"
x12,cubot,ex128,2010,10,2010.75,100,3.2,x12
sm-g870,samsung,galaxy s5 active,2014,5,2014.333333,530,5.1,also known as samsung galaxy s5 active g870a
plus,umi,blade a2 plus,2017,2,2017.083333,200,5.5,plus
gt-n7102,samsung,galaxy note ii n7100,2012,9,2012.666667,300,5.5,NA
sgh-n075t,samsung,galaxy j,2013,12,2013.916667,450,5,sgh-n075t
slate 7,hp,slate 7,2013,4,2013.25,130,7,slate 7
sm-g925w8,samsung,galaxy s6 edge (usa),2015,4,2015.25,600,5.1,"also known as samsung galaxy s6 edge g925
versions: g925p (sprint), g925r (us cellular), g925v (verizon), g925w8 (canada)"
e400,lg,optimus l3 e400,2012,2,2012.083333,70,3.2,e400
a850i,lenovo,a859,2014,4,2014.25,140,5,NA
shv-e310s,samsung,galaxy j3 (2016),2016,1,2016,150,5,"versions: j320f (emea); j320a (at&t); j320p (virgin mobile, boost); j3109 (china); j320m; j320y
also known as samsung galaxy j3 (2016) duos with dual-sim card slots"
sm-n9002,samsung,galaxy note 3,2013,9,2013.666667,420,5.7,"versions: n9000 (3g); n9005 (3g/lte)
also known as samsung galaxy note iii; samsung galaxy note 3 n9002 with dual-sim card slots"
e612,lg,optimus l5 e610,2012,6,2012.416667,120,4,e612
d850,lg,g3,2014,6,2014.416667,300,5.5,d850
shv-e120l,samsung,galaxy j1 (2016),2016,1,2016,130,4.5,"versions: j120f (global); galaxy express 3 j120a (at&t); j120h, j120m, j120m, j120t
also known as samsung galaxy j1 (2016) duos with dual-sim card slots"
sch-i605,samsung,galaxy note ii cdma,2012,NA,NA,350,5.5,sch-i605
desire 628 dual sim,htc,desire 628,2016,6,2016.416667,200,5,desire 628 dual sim
sm-n900w8,samsung,galaxy s5 (usa),2014,4,2014.25,480,5.1,versions: g900v (verizon); g900r4 (us cellular); g900p (sprint)
h340n,lg,leon,2015,4,2015.25,120,4.5,h340n
super,umi,studio c super camera,2015,8,2015.583333,NA,5,super
shv-e500s,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
blade v7,zte,blade v7 max,2016,8,2016.583333,330,5.5,blade v7
ultra,blackview,u ultra,2017,3,2017.166667,850,5.7,ultra
a10,wopad,canvas fire 4 a107,2015,3,2015.166667,100,4.5,a10
xt1072,motorola,moto g 4g (2nd gen),2015,3,2015.166667,210,5,xt1072
butterfly,htc,butterfly 2,2014,9,2014.666667,300,5,butterfly
sm-g5500,samsung,galaxy win i8550,2013,5,2013.333333,170,4.7,available as samsung galaxy grand quattro; samsung galaxy win duos i8552 with dual-sim card slots
sm-g7508,samsung,galaxy mega 2,2014,9,2014.666667,340,6,"also known as samsung galaxy mega 2 lte
samsung galaxy mega 2 g750f
samsung galaxy mega 2 g7508
samsung galaxy mega 2 duos g7508q for china with dual-sim card slots"
st23a,sony,xperia miro,2012,9,2012.666667,150,3.5,st23a
sm-c105,samsung,galaxy grand 2,2014,1,2014,180,5.25,"versions: samsung galaxy grand 2 g7105 (3g/lte)
also known as samsung galaxy grand 2 g7102 with dual-sim card slots
"
desire 610,htc,desire 610,2014,5,2014.333333,300,4.7,desire 610
sm-c115,samsung,galaxy k zoom,2014,6,2014.416667,440,4.8,"versions:
samsung galaxy k zoom 3g c111 with 3g; samsung galaxy k zoom lte c115 with 3g & lte
also known as samsung galaxy s5 zoom"
desire 510,htc,desire 510,2014,9,2014.666667,200,4.7,desire 510
mi 1,xiaomi,redmi 1s,2014,5,2014.333333,90,4.7,mi 1
h960,lg,v10,2015,10,2015.75,400,5.7,h960
mt25i,sony,xperia neo l,2012,6,2012.416667,150,4,mt25i
gt-i9158,samsung,galaxy note edge,2014,11,2014.833333,650,5.6,"versions: n915fy (europe), n915a (at&t), n915t (t-mobile), n915k/n915l/n915s (korea), n915g (singapore, australia, spain), n915d (japan)"
k920,lenovo,vibe z2 pro,2014,9,2014.666667,430,6,k920
sgh-t989,samsung,galaxy s ii t989,2011,10,2011.75,160,4.52,sgh-t989
sm-n910w8,samsung,galaxy note 4,2014,10,2014.75,440,5.7,"versions: n910f (europe); n910k/n910l/n910s (korea); n910c (asia, europe, south america); n910fd (united arab emirates); n910fq (turkey); n910h (asia-pacific); n910g (singapore, india, australia); n910u (hong kong, taiwan, australia, new zealand, chile); n910w8 (north america)"
sm-g7106,samsung,galaxy on8,2016,10,2016.75,260,5.5,also known as samsung galaxy on8 sm-j710fn/df
m1 8.0,huawei,mediapad m1,2014,5,2014.333333,300,8,m1 8.0
sm-t325,samsung,galaxy tab pro 8.4 3g/lte,2014,3,2014.166667,420,8.4,"versions:
samsung t325 with 3g/lte
samsung t321 with 3g only"
lt30p,sony,xperia t,2012,9,2012.666667,230,4.55,lt30p
shv-e310l,samsung,galaxy j3 (2016),2016,1,2016,150,5,"versions: j320f (emea); j320a (at&t); j320p (virgin mobile, boost); j3109 (china); j320m; j320y
also known as samsung galaxy j3 (2016) duos with dual-sim card slots"
xt1052,motorola,moto x,2013,8,2013.583333,250,4.7,xt1052
sm-n9300,samsung,galaxy note7,2016,9,2016.666667,850,5.7,"versions: n930 (usa); n930f (europe); n930g (india)
also known as samsung galaxy note7 duos with dual-sim card slots"
a916,lenovo,a916,2014,11,2014.833333,160,5.5,a916
sm-g710,samsung,galaxy grand 2,2014,1,2014,180,5.25,"versions: samsung galaxy grand 2 g7105 (3g/lte)
also known as samsung galaxy grand 2 g7102 with dual-sim card slots
"
sm-t335,samsung,galaxy tab 4 8.0 lte,2014,6,2014.416667,350,8,"tablet with support for gsm voice communication, sms, and mms
also known as samsung t335, galaxy tab4 8.0 lte"
a319,lenovo,a319,2014,10,2014.75,70,4,a319
h955,lg,g flex2,2015,2,2015.083333,270,5.5,h955
k350,lg,k8,2016,4,2016.25,150,5,k350
pro 5,meizu,pro 5 mini,2015,10,2015.75,360,4.7,pro 5
sm-g6000,samsung,galaxy on7,2015,11,2015.833333,180,5.5,"versions: g600fy (india, brazil); galaxy wide g600s (korea)"
a10-70l,lenovo,a1000,2015,9,2015.666667,60,4,NA
a3500-fl,lenovo,a7-50 a3500,2014,6,2014.416667,120,7,"versions:
lenovo a3500-f - wi-fi only (mediatek mt8381)
lenovo a3500-h - wi-fi + 3g (data only)
lenovo a3500-hv - wi-fi + 3g (voice)"
shv-e120k,samsung,galaxy j1 (2016),2016,1,2016,130,4.5,"versions: j120f (global); galaxy express 3 j120a (at&t); j120h, j120m, j120m, j120t
also known as samsung galaxy j1 (2016) duos with dual-sim card slots"
x7-00,nokia,x7-00,2011,6,2011.416667,180,4,x7-00
gt-e3300,samsung,galaxy tab 4 8.0,2014,6,2014.416667,270,8,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung t330, galaxy tab4 8.0 wi-fi"
redmi 3x,xiaomi,redmi 3x,2016,7,2016.5,170,5,redmi 3x
d2212,sony,xperia e3 dual,2014,9,2014.666667,190,4.5,d2212
500,nokia,500,2011,9,2011.666667,110,3.2,500
sm-n9007,samsung,galaxy note 3,2013,9,2013.666667,420,5.7,"versions: n9000 (3g); n9005 (3g/lte)
also known as samsung galaxy note iii; samsung galaxy note 3 n9002 with dual-sim card slots"
z580ca,asus,zenpad s 8.0 z580ca,2015,8,2015.583333,NA,8,z580ca
open c,zte,open c,2014,5,2014.333333,70,4,open c
sm-a5100,samsung,galaxy a5 (2016),2015,12,2015.916667,300,5.2,"versions: a510f (europe); a510m (latin america); a510fd (southeast asia); a5100 (hong kong); a510y (taiwan)
also known as samsung galaxy a5 (2016) duos with dual-sim card slots"
mi 2,xiaomi,redmi 2 pro,2015,10,2015.75,NA,4.7,mi 2
m1 metal,meizu,m1 metal,2015,10,2015.75,170,5.5,m1 metal
h735,lg,g4 beat,2015,8,2015.583333,190,5.2,h735
h812,lg,g4,2015,4,2015.25,340,5.5,h812
a60,apanda,vibe k5 plus,2016,4,2016.25,140,5,a60
shv-e470s,samsung,galaxy s4 active lte-a,2013,12,2013.916667,410,5,shv-e470s
sm-g9280,samsung,galaxy s6 edge+,2015,8,2015.583333,530,5.7,"versions: g928f (europe); g928g (india); g928t (t-mobile); g928a (at&t); g928i (australia, new zealand, singapore)"
marathon m4,gionee,marathon m4,2015,8,2015.583333,220,5,marathon m4
ek-gc200,samsung,galaxy s6,2015,4,2015.25,410,5.1,"curved screen version available - samsung galaxy s6 edge
versions: g9200 (hong kong), g9208 (china), g9208/ss (china), g9209 (china), g920a (at&t), g920f (global), g920fd (pakistan, philippines), g920i (latam, singapore, india, australia), g920s (korea), g920t (t-mobile)"
gt-i7500,samsung,i7500 galaxy,2009,6,2009.416667,140,3.2,NA
d2202,sony,xperia e3,2014,9,2014.666667,170,4.5,d2202
ridge 4g,wiko,ridge 4g,2015,3,2015.166667,NA,5,ridge 4g
blade a452,zte,blade a452,2016,NA,NA,NA,5,blade a452
studio g hd,blu,studio g hd,2016,2,2016.083333,NA,5,studio g hd
v3+,xiaoxing,v3max,2016,4,2016.25,300,5.5,v3+
power,ulefone,moto e3 power,2016,9,2016.666667,130,5,power
vs985,verizon,g3 (cdma),2014,7,2014.5,300,5.5,vs985
shv-e310k,samsung,galaxy j3 (2016),2016,1,2016,150,5,"versions: j320f (emea); j320a (at&t); j320p (virgin mobile, boost); j3109 (china); j320m; j320y
also known as samsung galaxy j3 (2016) duos with dual-sim card slots"
sgh-i717,samsung,galaxy note i717,2012,1,2012,350,5.3,sgh-i717
k420,lg,k10,2016,1,2016,170,5.3,k420
603,nokia,603,2011,10,2011.75,100,3.5,603
hero,htc,hero s,2011,10,2011.75,160,4,hero
sm-n9008,samsung,galaxy note 3,2013,9,2013.666667,420,5.7,"versions: n9000 (3g); n9005 (3g/lte)
also known as samsung galaxy note iii; samsung galaxy note 3 n9002 with dual-sim card slots"
sm-n920w8,samsung,galaxy s6 (usa),2015,4,2015.25,500,5.1,"also known as samsung galaxy s6 g920curved screen version available - samsung galaxy s6 edge
versions: g920p (sprint), g920v (verizon), g920r (us cellular), g920w8 (canada)"
pulp 4g,wiko,pulp 4g,2015,11,2015.833333,NA,5,pulp 4g
f160l,lg,optimus lte2,2012,8,2012.583333,210,4.7,f160l
s60-t,lenovo,s60,2015,3,2015.166667,280,5,s60-t
desire 620,htc,desire 620,2014,12,2014.916667,180,5,desire 620
d331,lg,l bello,2014,9,2014.666667,100,5,d331
820g+,htc,desire 820g+ dual sim,2015,6,2015.416667,180,5.5,820g+
sm-g360t1,samsung,galaxy tab active,2014,12,2014.916667,500,8,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung t360"
a600,xolo,a600,2013,10,2013.75,80,4.5,a600
d851,lg,g3,2014,6,2014.416667,300,5.5,d851
d405,lg,l90 d405,2014,3,2014.166667,170,4.7,d405
d320,lg,l70 d320n,2014,4,2014.25,150,4.5,d320
f160k,lg,optimus lte2,2012,8,2012.583333,210,4.7,f160k
st27i,sony,xperia go,2012,7,2012.5,160,3.5,st27i
x900+,letv,noir x900,2015,2,2015.083333,160,5,x900+
gt-i9103,samsung,i9103 galaxy r,2011,8,2011.583333,200,4.2,also known as samsung galaxy z
gt-s8530,samsung,s8530 wave ii,2010,11,2010.833333,120,3.7,NA
a502cg,asus,zenfone 5 lite a502cg,2014,11,2014.833333,100,5,a502cg
gt-s7392,samsung,galaxy fresh s7390,2013,10,2013.75,120,4,"available as samsung galaxy fresh duos s7392 with dual-sim card slots
also known as samsung galaxy trend lite s7390"
r7 plus,oppo,r7 plus,2015,5,2015.333333,430,6,r7 plus
f103,gionee,f103 pro,2016,10,2016.75,NA,5,f103
sm-n9150,samsung,galaxy note edge,2014,11,2014.833333,650,5.6,"versions: n915fy (europe), n915a (at&t), n915t (t-mobile), n915k/n915l/n915s (korea), n915g (singapore, australia, spain), n915d (japan)"
sm-g891,samsung,i8910 omnia hd,2009,5,2009.333333,150,3.7,also available as samsung i8910 hd gold edition with 24k gold-plated body
note s,cubot,galaxy note t879,2012,8,2012.583333,350,5.3,note s
padfone 2,asus,padfone 2,2012,12,2012.916667,450,4.7,padfone 2
a47,micromax,a47 bolt,2014,NA,NA,50,4,a47
gt-e3309,samsung,galaxy tab 4 8.0,2014,6,2014.416667,270,8,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung t330, galaxy tab4 8.0 wi-fi"
a32,archos,galaxy a3 (2017),2017,1,2017,330,4.7,a32
gt-s7262,samsung,galaxy star pro s7260,2013,10,2013.75,90,4,also known as samsung galaxy star plus; samsung galaxy star s7262 duos with dual-sim card slots
sm-g9008,samsung,galaxy s5 (usa),2014,4,2014.25,480,5.1,versions: g900v (verizon); g900r4 (us cellular); g900p (sprint)
h60-l02,huawei,honor 6,2014,8,2014.583333,290,5,h60-l02
s600,,s6004 cyprus jr.,2016,9,2016.666667,NA,6,s600
s856,lenovo,s856,2014,10,2014.75,210,5.5,s856
a502,umeox,zenfone 5 lite a502cg,2014,11,2014.833333,100,5,a502
s50,advan,s5019 wave,2017,2,2017.083333,NA,5,s50
d170,lg,l40 dual d170,2014,5,2014.333333,90,3.5,d170
526g,htc,desire 526g+ dual sim,2015,1,2015,160,4.7,526g
p895,lg,optimus vu p895,2012,11,2012.833333,210,5,p895
sm-j210,samsung,galaxy j2 pro (2016),2016,7,2016.5,160,5,NA
a806,lenovo,golden warrior a8,2014,8,2014.583333,150,5,a806
w100,bird,tank 4.5,2013,2,2013.083333,200,4.5,w100
x2,pearl,k5,2016,6,2016.416667,120,5,x2
m11,masstel,m110s galaxy s,2010,7,2010.5,220,4,m11
st25i,sony,xperia u,2012,5,2012.333333,140,3.5,st25i
sm-n9000,samsung,galaxy note 3,2013,9,2013.666667,420,5.7,"versions: n9000 (3g); n9005 (3g/lte)
also known as samsung galaxy note iii; samsung galaxy note 3 n9002 with dual-sim card slots"
e440,lg,optimus l4 ii e440,2013,7,2013.5,110,3.8,e440
sm-s920,samsung,galaxy s6 (usa),2015,4,2015.25,500,5.1,"also known as samsung galaxy s6 g920curved screen version available - samsung galaxy s6 edge
versions: g920p (sprint), g920v (verizon), g920r (us cellular), g920w8 (canada)"
butterfly s,htc,butterfly s,2013,7,2013.5,440,5,butterfly s
p990,lg,optimus 2x,2011,2,2011.083333,150,4,p990
yp-g70,samsung,galaxy s wifi 5.0,2011,5,2011.333333,180,5,yp-g70
z200,acer,liquid z200,2014,9,2014.666667,90,4,z200
700,nokia,700,2011,9,2011.666667,140,3.2,700
mi 2s,xiaomi,mi 2s,2013,4,2013.25,250,4.3,mi 2s
p970,lg,optimus black p970,2011,5,2011.333333,110,4,p970
h635,lg,g4 stylus,2015,5,2015.333333,250,5.7,h635
sm-t2105,samsung,galaxy tab 3 7.0 wifi,2013,7,2013.5,140,7,"tablet with no support for gsm voice communication, sms, and mms
also known as samsung galaxy tab 3 7.0 p3210, samsung t210"
f310l,lg,gx f310l,2014,1,2014,250,5.5,f310l
tablet,fpt,galaxy tab 3 lite 7.0 ve,2015,3,2015.166667,120,7,tablet
xt1053,t-mobile,moto x,2013,8,2013.583333,250,4.7,xt1053
z170c,asus,zenpad c 7.0,2015,7,2015.5,140,7,z170c
a11,karbonn,noir a110,2014,5,2014.333333,60,3.5,a11
gt-s7390,samsung,galaxy fresh s7390,2013,10,2013.75,120,4,"available as samsung galaxy fresh duos s7392 with dual-sim card slots
also known as samsung galaxy trend lite s7390"
so-04d,docomo,xperia gx so-04d,2012,8,2012.583333,290,4.6,so-04d
a5500-f,lenovo,a8-50 a5500,2014,6,2014.416667,140,8,a5500-f
xt1058,motorola,moto x,2013,8,2013.583333,250,4.7,xt1058
c5-03,nokia,c5-03,2010,12,2010.916667,100,3.2,c5-03
gt-n7108,samsung,galaxy note ii n7100,2012,9,2012.666667,300,5.5,NA
sm-j3109,samsung,galaxy j3 (2016),2016,1,2016,150,5,"versions: j320f (emea); j320a (at&t); j320p (virgin mobile, boost); j3109 (china); j320m; j320y
also known as samsung galaxy j3 (2016) duos with dual-sim card slots"
e980,lg,optimus g pro e985,2013,4,2013.25,400,5.5,e980
gt-s3850,samsung,s3850 corby ii,2011,4,2011.25,80,3.2,"also known as samsung gt-s3853, samsung s3850l, samsung genio ii"
shv-e270l,samsung,galaxy ace 3,2013,7,2013.5,130,4,also known as samsung galaxy ace 3 3g s7270; samsung galaxy ace 3 lte s7275; samsung galaxy ace 3 s7272 duos with dual-sim card slots
e425,lg,optimus l3 ii e430,2013,4,2013.25,90,3.2,e425
sm-a310n0,samsung,galaxy j3 (2016),2016,1,2016,150,5,"versions: j320f (emea); j320a (at&t); j320p (virgin mobile, boost); j3109 (china); j320m; j320y
also known as samsung galaxy j3 (2016) duos with dual-sim card slots"
mt620,motorola,moto mt620,2011,NA,NA,120,3.1,mt620
p500,lg,optimus one p500,2010,10,2010.75,100,3.2,p500
xt1022,motorola,moto e dual sim,2014,5,2014.333333,90,4.3,xt1022
xt535,motorola,defy xt535,2012,3,2012.166667,130,3.7,xt535
shv-e500l,samsung,galaxy e5,2015,2,2015.083333,240,5,"versions: e500f, e500h, e500hq, e500m, e500f/ds, e500h/ds, e500m/ds
also known as samsung galaxy e5 duos with dual-sim card slots"
a5500-h,lenovo,a8-50 a5500,2014,6,2014.416667,140,8,a5500-h
v887,zte,v887,2012,12,2012.916667,NA,5,v887
c5503,sony,xperia zr,2013,6,2013.416667,230,4.55,c5503
p710,lg,optimus l7 ii p710,2013,3,2013.166667,180,4.3,p710
me572c,asus,memo pad 7 me572c,2014,11,2014.833333,240,7,me572c
sm-g3586,samsung,galaxy core lite lte,2014,6,2014.416667,210,4.7,"also known as:
samsung galaxy core lite 4g, samsung g3586v"
sm-g7108,samsung,galaxy on8,2016,10,2016.75,260,5.5,also known as samsung galaxy on8 sm-j710fn/df
