MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,Cluster_km7,Cluster_km8,Cluster_km10,Cluster_km12,Cluster_hclust7,Cluster_hclust8,Cluster_hclust10,Cluster_hclust12,ClusterScrCam_km7,ClusterScrCam_km8,ClusterScrCam_km10,ClusterScrCam_km12,ClusterScrCam_hclust7,ClusterScrCam_hclust8,ClusterScrCam_hclust10,ClusterScrCam_hclust12,ClusterScr_km7,ClusterScr_km8,ClusterScr_km10,ClusterScr_km12,ClusterScr_hclust7,ClusterScr_hclust8,ClusterScr_hclust10,ClusterScr_hclust12
Eluga L 4G,3,eluga l 4g,panasonic,190.0,2015.0,5.0,2015.416666666667,5.0,8.0,1280.0,720.0,1.7499999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,3,3,3
Phoenix,3,phoenix,skk mobile,150.0,2014.0,4.0,2014.333333333333,7.0,2.0,800.0,480.0,2.8333333333337123,1,1,0,11,2,2,2,2,6,3,2,0,2,2,2,5,1,4,0,4,1,0,0,4
Primo RH2,3,primo rh2,walton,220.0,2014.0,4.0,2014.333333333333,5.0,8.0,1280.0,720.0,2.8333333333337123,1,0,4,7,5,5,5,5,2,0,8,6,1,1,1,0,6,5,4,1,2,2,2,0
Z933,3,grand x pro,zte,110.0,2014.0,4.0,2014.333333333333,5.0,5.0,1280.0,720.0,2.8333333333337123,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
Ixion M4,3,ixion m4,dexp,200.0,2015.0,6.0,2015.5,4.0,5.0,800.0,480.0,1.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,0,7,7,7
MB870,3,droid x2/milestone x2,motorola,230.0,2011.0,5.0,2011.416666666667,4.3,8.0,960.0,540.0,5.749999999999773,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
D385,3,l series iii l80 tv dual,lg,120.0,2014.0,5.0,2014.416666666667,5.0,8.0,800.0,480.0,2.7499999999997726,1,1,4,7,5,5,5,5,2,5,4,5,1,1,1,0,6,5,5,9,2,2,2,0
S-534,3,s-534,rowell,90.0,2012.0,2.0,2012.166666666667,7.01,0.3,480.0,800.0,4.999999999999773,4,7,3,3,0,3,1,11,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
SM-N910X,3,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
Y90,3,y90,coolpad,140.0,2015.0,5.0,2015.416666666667,5.5,13.0,1280.0,720.0,1.7499999999997726,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
Blade B112,3,blade b112,zte,80.0,2016.0,2.0,2016.166666666667,5.0,8.0,1280.0,720.0,0.9999999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
GT-S5220,3,star 3,samsung,370.0,2012.0,,2012.5,3.0,3.15,320.0,240.0,4.6666666666667425,4,5,8,9,0,1,3,1,3,7,5,11,0,7,7,7,3,6,1,6,5,5,5,2
Smart Run 4G,3,smart run 4g,mtc,80.0,2015.0,,2015.5,5.0,8.0,1280.0,720.0,1.6666666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
GT-S7250D,3,wave m,samsung,120.0,2011.0,12.0,2012.0,3.65,5.0,480.0,320.0,5.1666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
Noir S3,3,noir s3,qmobile,100.0,2015.0,7.0,2015.583333333333,5.0,8.0,1280.0,720.0,1.5833333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
8.52 8G,3,8.52 8g,o+,170.0,2013.0,5.0,2013.416666666667,4.0,5.0,800.0,480.0,3.7499999999997726,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Preo P2,3,preo p2,teknosa,70.0,2015.0,,2015.5,5.5,13.0,1280.0,720.0,1.6666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
D5306,3,xperia t2 ultra,sony,280.0,2014.0,3.0,2014.25,6.0,13.0,1280.0,720.0,2.9166666666667425,2,6,7,4,1,0,4,0,1,2,1,1,4,4,4,1,5,2,4,1,6,6,6,6
Ixion ML 4.5,3,ixion ml 4.5,dexp,120.0,2015.0,4.0,2015.333333333333,4.7,5.0,960.0,540.0,1.8333333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
Note,3,note,innjoo,160.0,2014.0,1.0,2014.083333333333,5.5,13.0,1280.0,720.0,3.0833333333337123,2,6,4,4,1,0,4,0,1,2,8,4,4,4,4,1,6,5,4,1,2,2,2,0
A630,3,a630,lenovo,80.0,2013.0,9.0,2013.75,4.5,3.15,854.0,480.0,3.4166666666667425,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Zen,3,zen,nexodus,450.0,2015.0,1.0,2015.083333333333,6.0,8.0,1280.0,720.0,2.0833333333337123,0,0,5,5,6,6,6,6,5,4,6,6,1,1,1,0,4,1,7,5,6,6,6,6
SM-S766C,3,galaxy stardust,samsung,120.0,2015.0,2.0,2015.166666666667,4.0,5.0,800.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SM-T111NQ,3,galaxy tab 3 lite 7.0,samsung,190.0,2014.0,2.0,2014.166666666667,7.0,2.0,600.0,1024.0,2.9999999999997726,1,1,0,11,2,2,2,2,6,3,2,0,2,2,2,5,1,4,0,4,1,0,0,4
Elite,3,elite,swipe,610.0,2015.0,3.0,2015.25,5.0,13.0,1280.0,720.0,1.9166666666667425,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,5
0P6B140,3,one m8 for windows,htc,180.0,2014.0,5.0,2014.416666666667,5.0,4.0,1920.0,1080.0,2.7499999999997726,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,4,1,2,2,2,0
X500A,3,orion pro x500,posh,100.0,2015.0,11.0,2015.916666666667,5.0,8.0,980.0,540.0,1.2499999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-T232,3,galaxy tab 4 7.0,samsung,370.0,2014.0,,2014.5,7.0,3.15,800.0,1280.0,2.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,0,2,2,2,5,1,3,0,4,1,0,0,10
U9510,3,ascend d quad,huawei,290.0,2012.0,8.0,2012.666666666667,4.5,8.0,1280.0,720.0,4.499999999999773,4,5,8,9,0,1,3,1,4,0,8,9,5,5,0,2,3,2,1,6,5,5,5,2
Smart A80,3,smart a80,meo,80.0,2015.0,,2015.5,5.0,8.0,854.0,480.0,1.6666666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
Studio M HD,3,studio m hd,blu,80.0,2016.0,2.0,2016.166666666667,5.0,8.0,1280.0,720.0,0.9999999999997726,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-G355HQ,3,galaxy core 2,samsung,130.0,2014.0,7.0,2014.583333333333,4.5,5.0,800.0,480.0,2.5833333333337123,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
Q350,3,canvas spark 2 plus,micromax,50.0,2016.0,7.0,2016.583333333333,5.0,5.0,854.0,480.0,0.5833333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
A70,3,a70,mito,190.0,2014.0,1.0,2014.083333333333,4.5,5.0,960.0,540.0,3.0833333333337123,1,1,0,7,0,3,1,7,2,5,0,5,0,0,5,11,6,5,5,8,2,2,2,0
F540L,3,volt,lg,280.0,2015.0,10.0,2015.833333333333,4.7,8.0,1280.0,720.0,1.3333333333337123,5,0,5,0,6,6,6,6,2,1,4,2,1,1,1,0,2,0,7,7,0,3,3,3
S970,3,spin,cherry mobile,480.0,2014.0,,2014.5,3.5,2.0,800.0,480.0,2.6666666666667425,0,0,5,5,6,6,6,6,4,0,6,11,0,7,7,7,5,2,3,5,5,5,5,2
GT-C3590,3,c3590,samsung,370.0,2013.0,,2013.5,2.4,2.0,320.0,240.0,3.6666666666667425,0,5,8,9,0,1,3,1,3,7,6,11,0,7,7,7,3,6,1,6,5,5,5,2
GT-B7510,3,gt-b7510,samsung,370.0,2011.0,,2011.5,3.92,3.15,240.0,320.0,5.6666666666667425,4,5,8,9,0,1,3,1,3,7,5,11,0,7,7,7,3,6,1,6,5,5,5,2
A37,3,bolt a37,micromax,220.0,2014.0,6.0,2014.5,3.5,2.0,854.0,480.0,2.6666666666667425,1,1,0,11,2,2,2,2,2,5,0,5,0,0,5,11,6,5,5,9,2,2,2,0
MT7A,3,mt7a,zte,500.0,2013.0,3.0,2013.25,7.0,2.0,600.0,1024.0,3.9166666666667425,0,5,8,9,0,1,3,1,6,3,2,7,2,2,2,4,5,2,3,5,6,6,6,6
7235,3,7235,coolpad,70.0,2012.0,5.0,2012.416666666667,4.0,3.1,800.0,480.0,4.749999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
SGH-T759,3,exhibit 4g,samsung,200.0,2011.0,6.0,2011.5,3.5,3.15,800.0,480.0,5.6666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
Primo RX2,3,primo rx2,walton,220.0,2014.0,4.0,2014.333333333333,5.0,13.0,1280.0,720.0,2.8333333333337123,2,6,4,4,1,0,4,0,1,2,3,1,5,5,0,2,6,5,4,1,2,2,2,0
975,3,smart 3,vodafone,110.0,2013.0,6.0,2013.5,4.0,5.0,800.0,480.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
E610V,3,optimus l5,lg,120.0,2012.0,6.0,2012.5,4.0,5.0,480.0,320.0,4.6666666666667425,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
Zeus-HD,3,zeus-hd,nyx,260.0,2014.0,3.0,2014.25,4.5,11.0,960.0,540.0,2.9166666666667425,2,6,4,4,1,0,4,0,4,0,8,1,5,5,0,2,6,5,4,1,2,2,2,0
Iris Alfa L,3,iris alfa l,lava,80.0,2015.0,1.0,2015.083333333333,5.5,8.0,960.0,540.0,2.0833333333337123,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
VS876,3,lucid 3,verizon,220.0,2014.0,4.0,2014.333333333333,4.7,5.0,960.0,540.0,2.8333333333337123,1,1,0,7,2,2,2,2,2,5,0,5,0,0,5,11,6,5,4,1,2,2,2,0
P41,3,p41,panasonic,170.0,2014.0,8.0,2014.666666666667,5.0,8.0,960.0,540.0,2.4999999999997726,5,2,4,7,5,5,5,5,2,1,4,2,1,1,1,0,6,5,4,1,2,2,2,0
P515E,3,flyer 4g,htc,110.0,2011.0,5.0,2011.416666666667,7.0,5.0,1024.0,600.0,5.749999999999773,4,7,3,3,0,3,1,11,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
SGH-I997R,3,galaxy s infuse 4g,samsung,130.0,2011.0,5.0,2011.416666666667,4.5,8.0,800.0,480.0,5.749999999999773,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
Blade Apex,3,blade apex,zte,110.0,2013.0,6.0,2013.5,4.5,5.0,854.0,480.0,3.6666666666667425,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
A376,3,a376,lenovo,220.0,2013.0,6.0,2013.5,4.0,3.2,800.0,450.0,3.6666666666667425,1,1,0,11,0,1,3,1,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Tab Fast 2,3,tab fast 2,beeline,220.0,2015.0,11.0,2015.916666666667,7.0,5.0,1024.0,600.0,1.2499999999997726,5,2,6,0,2,2,2,2,0,6,9,0,2,2,2,5,1,3,0,4,1,0,0,4
GSmart Maya M1 v2,3,gsmart maya m1 v2,gigabyte,200.0,2013.0,7.0,2013.583333333333,4.5,8.0,960.0,540.0,3.5833333333337123,1,1,4,7,0,1,9,9,4,5,8,9,5,5,0,10,6,5,5,8,3,1,4,1
XT862,3,droid 3,verizon,200.0,2011.0,7.0,2011.583333333333,4.0,8.0,540.0,960.0,5.583333333333712,4,7,3,3,0,1,3,1,3,7,5,9,5,5,0,10,3,6,1,3,3,1,9,9
Startrail III,3,startrail iii,sfr,330.0,2013.0,8.0,2013.666666666667,3.5,5.0,480.0,320.0,3.4999999999997726,0,5,8,9,0,1,3,1,3,7,6,11,0,7,7,7,5,2,3,6,5,5,5,2
KIW-CL00,3,honor 5x,huawei,300.0,2015.0,11.0,2015.916666666667,5.5,13.0,1920.0,1080.0,1.2499999999997726,3,4,1,6,4,4,0,4,1,2,3,4,4,4,4,1,2,0,7,7,0,3,3,3
Iris X1 Mini,3,iris x1 mini,lava,80.0,2015.0,1.0,2015.083333333333,4.0,5.0,800.0,480.0,2.0833333333337123,5,2,6,0,2,2,2,2,2,5,4,5,1,1,1,0,0,7,2,9,2,2,2,0
858,3,smart,vodafone,430.0,2011.0,4.0,2011.333333333333,2.8,2.0,320.0,240.0,5.833333333333712,4,5,8,9,0,1,3,1,3,7,5,11,0,7,7,7,3,6,1,3,5,5,5,2
Omega,3,omega,blackview,110.0,2015.0,12.0,2016.0,5.0,18.0,1920.0,1080.0,1.1666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
V788b,3,kis,zte,160.0,2012.0,7.0,2012.583333333333,3.5,3.15,480.0,320.0,4.583333333333712,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
GT-S7275B,3,galaxy ace 3,samsung,130.0,2013.0,7.0,2013.583333333333,4.0,5.0,800.0,480.0,3.5833333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
Centurion 3,3,centurion 3,brondi,330.0,2014.0,1.0,2014.083333333333,5.0,8.0,854.0,480.0,3.0833333333337123,0,0,5,7,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,1,6,6,6,6
SM-T332,3,galaxy tab 4 7.0,samsung,370.0,2014.0,,2014.5,7.0,3.15,1280.0,800.0,2.6666666666667425,0,0,5,5,6,6,6,6,0,6,9,0,2,2,2,5,1,3,0,4,1,0,0,10
TAB 7i 8GB 3G,3,tab 7i 8gb 3g,wexler,110.0,2012.0,10.0,2012.833333333333,7.0,2.0,600.0,1024.0,4.333333333333712,4,7,3,3,0,3,1,7,6,3,2,7,2,2,2,4,1,4,8,2,1,0,8,8
ColorTab 7,3,colortab 7,bitmore,110.0,2015.0,5.0,2015.416666666667,7.0,0.3,600.0,1024.0,1.7499999999997726,5,2,6,0,2,2,2,2,0,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
A88X,3,a88x,alldaymall,130.0,2014.0,1.0,2014.083333333333,7.0,2.0,600.0,1024.0,3.0833333333337123,1,1,0,11,2,2,2,2,6,3,2,0,2,2,2,5,1,4,0,4,1,0,0,4
D320AR,3,l70,lg,150.0,2014.0,4.0,2014.333333333333,4.5,5.0,800.0,480.0,2.8333333333337123,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
101K,3,kyocera 101k,softbank,100.0,2012.0,8.0,2012.666666666667,3.49,5.15,800.0,480.0,4.499999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
Q345,3,canvas selfie lens,micromax,120.0,2015.0,6.0,2015.5,4.0,5.0,1280.0,720.0,1.6666666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,0,7,7,7
GT-B5330L,3,galaxy chat,samsung,150.0,2012.0,10.0,2012.833333333333,3.01,2.0,320.0,240.0,4.333333333333712,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
SM-N7505L,3,galaxy note 3 neo,samsung,410.0,2014.0,2.0,2014.166666666667,5.5,8.0,1280.0,720.0,2.9999999999997726,0,0,5,5,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,5,6,6,6,6
6990 LVW,3,windows phone 8x,verizon,170.0,2012.0,11.0,2012.916666666667,4.29,8.0,1280.0,720.0,4.249999999999773,4,7,4,3,0,1,9,9,3,7,8,9,5,5,0,10,3,6,1,8,3,1,4,1
Q417,3,canvas mega 4g,micromax,150.0,2015.0,12.0,2016.0,5.5,13.0,1280.0,720.0,1.1666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
GT-C3310,3,champ deluxe,samsung,300.0,2012.0,6.0,2012.5,2.8,1.3,320.0,240.0,4.6666666666667425,4,5,8,9,0,1,3,1,3,7,5,11,0,0,8,8,3,6,1,3,5,5,5,2
SM-N910T2,3,galaxy note 4,t-mobile,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,6,3,2,2,3,7,7,3,5,4,1,8,3,3,3,3,4,1,9,5,4,4,1,5
E500,3,e500,logicom,240.0,2015.0,2.0,2015.166666666667,5.5,13.0,1280.0,720.0,1.9999999999997726,3,4,1,1,1,0,4,0,1,2,3,4,4,4,4,1,2,0,7,1,0,3,3,3
A74A,3,winner t,evercoss,90.0,2015.0,9.0,2015.75,4.0,5.0,800.0,480.0,1.4166666666667425,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
Omega Pro,3,omega pro,blackview,110.0,2015.0,12.0,2016.0,5.0,13.0,1280.0,720.0,1.1666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
P702,3,canvas tab p702,micromax,240.0,2015.0,2.0,2015.166666666667,7.0,5.0,1024.0,600.0,1.9999999999997726,5,0,5,7,2,2,2,2,0,6,9,0,2,2,2,5,1,3,0,4,1,0,0,4
Noir i7,3,noir i7,qmobile,120.0,2014.0,9.0,2014.75,4.5,5.0,960.0,540.0,2.4166666666667425,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
D107,3,l20,lg,460.0,2014.0,12.0,2015.0,3.0,2.0,320.0,240.0,2.1666666666667425,0,0,5,5,6,6,6,6,2,5,6,11,0,7,7,7,5,1,3,5,5,5,5,2
E550,3,e550,argom tech,310.0,2015.0,8.0,2015.666666666667,5.5,8.0,960.0,540.0,1.4999999999997726,5,0,5,5,6,6,6,6,1,1,4,6,1,1,1,0,2,0,7,7,0,3,3,3
A5S,3,smart a5s,karbonn,430.0,2014.0,1.0,2014.083333333333,4.0,5.0,800.0,480.0,3.0833333333337123,0,0,5,5,0,1,3,1,4,0,6,11,0,7,7,7,5,2,3,6,5,5,5,2
GT-I9128I,3,galaxy grand mobile,samsung,370.0,2013.0,,2013.5,5.0,8.0,800.0,480.0,3.6666666666667425,0,5,8,9,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,6,6,6,6,6
X2 Soul Lite,3,x2 soul lite,allview,120.0,2015.0,6.0,2015.5,5.0,8.0,1280.0,720.0,1.6666666666667425,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
D820mu,3,desire 820 mini,htc,320.0,2014.0,11.0,2014.916666666667,5.0,8.0,1280.0,720.0,2.2499999999997726,0,0,5,5,6,6,6,6,4,0,6,6,1,1,1,0,2,0,7,1,6,6,6,6
Iris Atom X,3,iris atom x,lava,80.0,2015.0,11.0,2015.916666666667,4.0,2.0,800.0,480.0,1.2499999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,2,2,2,0
S11t,3,s11t,vivo,160.0,2013.0,10.0,2013.833333333333,4.3,5.0,800.0,480.0,3.3333333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
5950,3,5950,coolpad,260.0,2013.0,1.0,2013.083333333333,5.5,5.0,960.0,540.0,4.083333333333712,4,5,8,9,0,1,3,1,4,0,8,9,5,5,0,10,5,2,4,6,3,1,4,1
Prime S,3,omega,highscreen,150.0,2014.0,8.0,2014.666666666667,4.7,8.0,1280.0,720.0,2.4999999999997726,5,2,4,7,5,5,5,5,2,1,4,5,1,1,1,0,6,5,5,9,2,2,2,0
A760,3,a760,lenovo,150.0,2013.0,10.0,2013.833333333333,4.5,5.0,854.0,480.0,3.3333333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
P7-L05,3,ascend p7,huawei,180.0,2014.0,5.0,2014.416666666667,5.0,13.0,1920.0,1080.0,2.7499999999997726,2,6,4,4,1,0,4,0,1,2,3,4,4,4,4,1,6,5,4,1,2,2,2,0
SCH-I929,3,galaxy s2,samsung,310.0,2011.0,6.0,2011.5,4.53,8.0,800.0,480.0,5.6666666666667425,4,5,8,9,0,1,3,1,4,7,5,9,0,7,7,7,3,6,1,3,5,5,5,2
A7iS,3,a7is,reeder,370.0,2014.0,2.0,2014.166666666667,7.0,2.0,600.0,1024.0,2.9999999999997726,0,0,5,5,0,1,3,1,6,3,2,0,2,2,2,5,1,3,0,4,1,0,0,10
K200,3,x style,lg,200.0,2016.0,9.0,2016.75,5.0,8.0,1280.0,720.0,0.41666666666674246,5,2,6,0,5,5,5,5,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
D375AR,3,l80 dual,lg,150.0,2014.0,,2014.5,5.0,5.0,800.0,480.0,2.6666666666667425,1,1,0,11,2,2,2,2,2,5,0,5,1,1,1,0,6,5,4,9,2,2,2,0
GT-I9168,3,gt-i9168,samsung,370.0,2014.0,,2014.5,5.0,5.0,800.0,480.0,2.6666666666667425,0,0,5,5,6,6,6,6,4,0,6,6,0,7,7,7,5,2,3,5,6,6,6,6
V790,3,movistar motion,zte,100.0,2012.0,11.0,2012.916666666667,3.5,3.15,480.0,320.0,4.249999999999773,4,7,3,3,0,3,1,7,3,7,5,3,0,0,8,8,3,6,1,8,3,1,9,9
Hero X,3,hero x,mobicel,160.0,2014.0,10.0,2014.833333333333,7.0,5.0,600.0,1024.0,2.3333333333337123,5,2,6,7,2,2,2,2,0,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
X60,3,x60,qmobile,90.0,2014.0,1.0,2014.083333333333,4.0,5.0,800.0,480.0,3.0833333333337123,1,1,0,11,2,2,2,2,2,5,0,5,0,0,5,11,6,5,5,9,2,2,2,0
T221,3,blade af3,zte,140.0,2015.0,7.0,2015.583333333333,4.0,5.0,800.0,480.0,1.5833333333337123,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,0,7,7,7
GT-S7566,3,galaxy s duos,samsung,130.0,2012.0,5.0,2012.416666666667,4.0,3.1,800.0,480.0,4.749999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
A92,3,a92,micromax,110.0,2013.0,7.0,2013.583333333333,5.0,5.0,800.0,480.0,3.5833333333337123,1,1,0,11,0,3,1,7,3,5,0,5,5,5,0,10,6,5,5,8,3,1,4,1
P9090,3,discover,pantech,450.0,2012.0,4.0,2012.333333333333,4.8,12.6,1280.0,720.0,4.833333333333712,2,6,7,2,1,0,4,0,4,0,8,1,3,3,3,3,5,2,3,6,5,5,5,2
Kis 3 Max,3,kis 3 max,zte,120.0,2014.0,11.0,2014.916666666667,4.5,5.0,854.0,480.0,2.2499999999997726,5,2,6,0,2,2,2,2,2,5,4,5,1,1,1,0,6,7,2,9,2,2,2,0
6032X,3,one touch idol alpha,alcatel,100.0,2013.0,10.0,2013.833333333333,4.7,13.0,1280.0,720.0,3.3333333333337123,2,6,4,4,1,0,4,0,1,2,8,9,5,5,0,2,6,5,5,8,3,1,4,1
KU5900,3,optimus black,lg,110.0,2011.0,5.0,2011.416666666667,4.0,5.0,480.0,320.0,5.749999999999773,4,7,3,3,0,3,1,11,3,7,5,3,0,0,8,8,3,6,1,3,3,1,9,9
P7-L12,3,ascend p7,huawei,180.0,2014.0,5.0,2014.416666666667,5.0,13.0,1920.0,1080.0,2.7499999999997726,2,6,4,4,1,0,4,0,1,2,3,4,4,4,4,1,6,5,4,1,2,2,2,0
3S M3G,3,3s m3g,tcl,120.0,2015.0,6.0,2015.5,5.0,13.0,1920.0,1080.0,1.6666666666667425,3,4,1,1,4,4,0,10,1,2,3,4,4,4,4,1,0,7,2,11,0,7,7,7
V Tab 7 Lite III,3,v tab 7 lite iii,vestel,120.0,2015.0,3.0,2015.25,7.0,2.0,600.0,1024.0,1.9166666666667425,5,2,6,0,2,2,2,2,0,3,2,0,2,2,2,5,1,3,0,4,1,0,0,4
XT1564,3,xt1564,motorola,320.0,2015.0,8.0,2015.666666666667,5.5,21.0,1920.0,1080.0,1.4999999999997726,3,4,9,10,1,0,8,8,1,2,1,4,3,3,3,3,2,0,7,7,0,3,3,3
Color,3,color,komu,110.0,2014.0,5.0,2014.416666666667,4.5,8.0,960.0,540.0,2.7499999999997726,1,1,4,7,5,5,5,5,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
Bravo Z11,3,bravo z11,magnus,150.0,2015.0,11.0,2015.916666666667,4.0,2.0,800.0,480.0,1.2499999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,11,0,7,7,7
SM-G3568V,3,galaxy core mini,verizon,160.0,2014.0,7.0,2014.583333333333,4.3,5.0,800.0,480.0,2.5833333333337123,1,1,0,7,2,2,2,2,2,5,0,5,1,1,1,0,6,5,5,9,2,2,2,0
D100AR,3,l20,lg,460.0,2014.0,12.0,2015.0,3.0,2.0,320.0,240.0,2.1666666666667425,0,0,5,5,6,6,6,6,2,5,6,11,0,7,7,7,5,1,3,5,5,5,5,2
Xplorer ZII,3,xplorer zii,symphony,190.0,2013.0,3.0,2013.25,4.8,13.0,1280.0,720.0,3.9166666666667425,2,6,4,4,1,0,4,0,4,0,8,9,5,5,0,2,6,5,4,8,3,1,4,1
GT-I9128,3,galaxy grand,samsung,370.0,2013.0,,2013.5,5.0,8.0,800.0,480.0,3.6666666666667425,0,5,8,9,6,6,6,6,4,0,6,6,5,5,0,2,5,2,3,6,6,6,6,6
Y538,3,y538,huawei,100.0,2015.0,2.0,2015.166666666667,4.1,5.0,854.0,480.0,1.9999999999997726,5,2,6,0,2,2,2,2,2,1,4,2,1,1,1,0,0,7,2,9,2,2,2,0
SM-G930R6,3,galaxy s7,samsung,850.0,2016.0,9.0,2016.75,5.1,12.0,2560.0,1440.0,0.41666666666674246,6,3,2,8,3,7,7,3,5,4,7,8,6,6,6,6,4,1,9,0,4,4,1,11
SM-G3502,3,galaxy core duos tv plus,samsung,150.0,2013.0,10.0,2013.833333333333,4.3,5.0,800.0,480.0,3.3333333333337123,1,1,0,11,0,3,1,7,3,5,0,5,0,0,5,11,6,5,5,8,3,1,4,1
