MODEL, REACH, MARKETING_NAME, VENDOR, PRICE_RELEASED, YEAR_RELEASED, MONTH_RELEASED, TIME_RELEASED, DIAGONAL_SCREEN_SIZE, CAMERA_PIXELS, DISPLAY_HEIGHT, DISPLAY_WIDTH
KNT-UL10,70,v8,huawei,NULL,2016,NULL,2016.5,5.7,12,1920,1080
IM-A910L,70,vega iron 2,pantech,NULL,2014,NULL,2014.5,5.3,13,1920,1080
ZE600KL (Z00MD),70,zenfone 2 laser,asus,360,2015,1,2015.083333333333,5,13,1280,720
VF695,70,smart first 6,vodafone,NULL,2015,NULL,2015.5,4,2,800,480
Polaris 803,70,polaris 803,blaupunkt,NULL,2014,NULL,2014.5,8,2,800,1280
K52e78,70,k52e78,lenovo,NULL,2016,NULL,2016.5,5.5,13,1920,1080
SH-05G,70,aquos pad,docomo,NULL,2015,NULL,2015.5,7,8,1200,1920
XT907,70,droid razr m,verizon,NULL,2012,NULL,2012.5,4.3,8,960,540
V987,70,grand x quad,zte,200,2013,7,2013.583333333333,5,13,1280,720
F300K,70,optimus vu 3,lg,NULL,2013,NULL,2013.5,5.2,13,1280,960
HTL23,70,j butterfly,htc,NULL,2014,NULL,2014.5,5,13,1920,1080
K500N,70,x screen,lg,180,2016,3,2016.25,4.93,13,1280,720
V700,70,g pad 10.1,lg,NULL,2014,NULL,2014.5,10.1,5,800,1280
A1-713HD,70,iconia tab 7,acer,NULL,2014,NULL,2014.5,7,5,800,1280
X110,70,x110,xido,NULL,2015,2,2015.166666666667,10.1,2,600,1024
SM-T335K,70,galaxy tab 4 8.0 lte,samsung,350,2014,6,2014.5,8,3.15,1280,800
KYY23,70,urbano l03,kddi,NULL,2014,NULL,2014.5,5,13,1920,1080
P6-T00,69,ascend p6,china mobile,NULL,2013,NULL,2013.5,4.7,8,1280,720
A1000-F,69,ideatab a1000,lenovo,100,2013,9,2013.75,7,0.3,600,1024
Dream,69,dream,htc,150,2008,6,2008.5,3.19,3.15,480,320
E5303,69,xperia c4,sony,220,2015,6,2015.5,5.5,13,1920,1080
SM-A510L,69,galaxy a5 (2016),samsung,300,2016,12,2017,5.2,13,1920,1080
T935,69,t935,cce,NULL,2013,NULL,2013.5,8.970000000000001,0.3,800,480
Z110,69,liquid,acer,100,2012,10,2012.833333333333,3.5,NULL,480,320
SL101,69,eee pad slider,asus,NULL,2011,NULL,2011.5,10.1,5,800,1280
V387,69,xenium v387,philips,NULL,2014,NULL,2014.5,5,8,1280,720
R7007,69,r3,oppo,NULL,2014,NULL,2014.5,5,8,1280,720
SM-J7008,69,galaxy j7,samsung,270,2015,6,2015.5,5.5,13,1280,720
A399,69,a399,lenovo,70,2014,8,2014.666666666667,5,1.92,854,480
Q88B-11S,68,q88b-11s,china tablet,NULL,2012,NULL,2012.5,7,8,800,480
Vital Air 902,68,vital air 902,vitalasc,NULL,2015,NULL,2015.5,9,2,600,1024
SM-J320VPP,68,galaxy j3,verizon,150,2016,1,2016.083333333333,5,8,1280,720
Elife S5.1,68,elife s5.1,gionee,240,2014,11,2014.916666666667,4.8,8,1280,720
ifive X,68,ifive x,fnf,NULL,2012,NULL,2012.5,9.699999999999999,NULL,1024,768
SM-G860P,68,galaxy s5 active,sprint,NULL,2014,NULL,2014.5,5.1,16,1920,1080
SC-02C,67,galaxy s2,docomo,NULL,2011,NULL,2011.5,4.3,8,800,480
F340S,67,g flex,lg,NULL,2013,NULL,2013.5,6,13,1280,720
Z370C (P01W),67,zenpad 7.0,asus,160,2015,8,2015.666666666667,7,8,800,1280
Kindle Fire HDX 7 4G,67,kindle fire hdx 7 4g,amazon,NULL,2013,NULL,2013.5,7,1.3,1200,1920
LGL23,67,g flex,lg,270,2013,NULL,2013.5,6,13,1280,720
GT-S6802,67,galaxy ace duos,samsung,120,2012,6,2012.5,3.5,NULL,480,320
SM-N915V,67,galaxy note edge,samsung,650,2014,11,2014.916666666667,5.6,16,2560,1600
SM-T237P,67,galaxy tab 4 lte,sprint,NULL,2014,NULL,2014.5,7,3.15,1280,800
D280,67,l65,lg,190,2014,6,2014.5,4.3,5,800,480
MP-H118,66,mp-h118,mpie,NULL,2014,NULL,2014.5,5,5,854,480
5022D,66,pop star,alcatel,NULL,2015,NULL,2015.5,5,8,1280,720
PM33100,66,first,at&t,NULL,2013,NULL,2013.5,4.3,5,1280,720
Life XL,66,life xl,blu,260,2016,9,2016.75,5.5,13,1280,720
55 Cobalt Plus,66,55 cobalt plus,archos,NULL,2016,NULL,2016.5,5.5,13,1280,720
MK808B,66,mini pc smart tv,unknown,NULL,2013,NULL,2013.5,NULL,NULL,NULL,NULL
SM-J320P,66,galaxy j3,sprint,150,2015,1,2015.083333333333,5,8,1280,720
XT1225,66,moto turbo,motorola,NULL,2014,NULL,2014.5,5.2,21,2560,1440
QMV7B,66,ellipsis 7,verizon,NULL,2014,NULL,2014.5,7,3.2,800,1280
GT-S7560M,66,galaxy ace 2 x,samsung,130,2012,5,2012.416666666667,4,NULL,800,480
F200,66,optimus vu ii,lg,180,2012,NULL,2012.5,5,8,1024,768
APA9292KT,66,evo 4g,sprint,NULL,2010,NULL,2010.5,4.3,8,800,480
SM-J200BT,66,galaxy j2,samsung,150,2015,9,2015.75,4.5,5,960,540
G535-L11,66,kestrel ee,huawei,110,2014,NULL,2014.5,4.5,5,960,540
SCV32,66,galaxy a8,samsung,370,2016,NULL,2016.5,5.7,16,1920,1080
P300,65,funbook,micromax,100,2012,4,2012.333333333333,7,0.3,800,480
KYY21,65,urbano l01,kddi,NULL,2013,NULL,2013.5,4.65,13,1280,720
G200,65,g200,xgody,NULL,2015,NULL,2015.5,4.5,5,854,480
OT-6037Y,65,one touch idol 2,alcatel,NULL,2014,NULL,2014.5,5,8,960,540
B199,65,b199,huawei,NULL,2014,NULL,2014.5,5.5,13,1280,720
9300,65,curve,blackberry,NULL,2010,NULL,2010.5,2.45,2,240,320
SM-J510K,65,galaxy j5 (2016),samsung,250,2016,4,2016.333333333333,5.2,13,1280,720
306,65,306,nex,220,2014,6,2014.5,7,5,1090,1980
B3-A20B,65,iconia one 10,acer,NULL,2015,NULL,2015.5,10.1,NULL,800,1280
A616,65,a616,lenovo,60,2014,12,2015,5.5,5,854,480
P769,65,optimus l9,lg,170,2012,11,2012.916666666667,4.5,8,960,540
D802TR,65,g2,lg,270,2014,9,2014.75,5.2,13,1920,1080
Venue 7,65,venue 7,dell,250,2013,10,2013.833333333333,7,3,800,1280
Lead 6,65,lead 6,leagoo,NULL,2014,NULL,2014.5,4.5,2,854,480
H918,65,v20,lg,640,2016,10,2016.833333333333,5.7,16,2560,1440
SGH-T999V,65,galaxy s3,t-mobile,310,2012,6,2012.5,4.8,8,1280,720
Xenium W6610,64,xenium w6610,philips,NULL,2014,NULL,2014.5,5,8,960,540
S6s,64,s6s,gionee,280,2016,8,2016.666666666667,5.5,13,1920,1080
Desire 210 Dual SIM,64,desire 210 dual sim,htc,100,2014,6,2014.5,4,5,800,480
W500,64,titan,cherry mobile,NULL,2012,NULL,2012.5,5,NULL,800,480
E970,64,optimus g,lg,250,2012,11,2012.916666666667,4.7,8,1280,768
D683,64,g pro lite,lg,NULL,2014,NULL,2014.5,5.5,8,960,540
Smart Tab III 7,64,smart tab iii 7,vodafone,80,2013,NULL,2013.5,7,5,1024,600
S1033X,64,s1033x,medion,NULL,2014,NULL,2014.5,10.1,5,1920,1200
SM705,64,t1,smartisan,NULL,2014,NULL,2014.5,4.95,13,1920,1080
SCL-TL00H,64,honor 4a,huawei,NULL,2015,NULL,2015.5,5,8,1280,720
DG500C,64,discovery 2,doogee,NULL,2014,NULL,2014.5,5,13,960,540
5051X,64,pop 4,alcatel,NULL,2016,NULL,2016.5,5,8,1920,1080
2PST1,64,desire 530,htc,NULL,2016,NULL,2016.5,5,8,1280,720
R6006,64,find 7 mini,oppo,NULL,2014,NULL,2014.5,4.7,8,1280,720
SGH-I717M,63,galaxy note,samsung,350,2012,1,2012.083333333333,5.3,NULL,1280,800
Y17w,63,y17w,vivo,NULL,2013,NULL,2013.5,4.7,5,1280,720
E5306,63,xperia c4,sony,220,2015,6,2015.5,5.5,13,1920,1080
H635A,63,g4 stylus,lg,250,2015,5,2015.416666666667,5.7,13,1280,720
SM-N9008S,63,galaxy note 3,samsung,420,2013,9,2013.75,5.7,12,1920,1080
D380,63,l80 dual,lg,120,2014,5,2014.416666666667,5,5,800,480
IM-A890L,63,vega secret note,pantech,NULL,2013,NULL,2013.5,5.9,13,1920,1080
Aquaris E5 HD,63,aquaris e5 hd,bq,NULL,2014,NULL,2014.5,5,13,1280,720
S9512,63,lifetab,medion,NULL,2012,NULL,2012.5,9.699999999999999,NULL,768,1024
RIO-TL00,63,g7 plus,huawei,NULL,2015,NULL,2015.5,5.5,13,1920,1080
930TPC,63,suprapad,iview,NULL,2015,NULL,2015.5,9,2,600,1024
H440AR,63,spirit,lg,120,2015,3,2015.25,4.7,8,1280,720
L-06D,63,optimus vu,docomo,NULL,2012,NULL,2012.5,5,8.199999999999999,1024,768
701,62,701,nokia,150,2011,9,2011.75,3.5,NULL,640,360
C6806,62,xperia z ultra lte,sony,280,2013,7,2013.583333333333,6.4,8,1920,1080
Desire 526,62,desire 526,htc,110,2015,8,2015.666666666667,4.7,8,960,540
One E9 dual sim,62,one e9 dual sim,htc,350,2015,11,2015.916666666667,5.5,13,1920,1080
XT914,62,razr d1,motorola,NULL,2013,NULL,2013.5,3.5,5,480,320
U971,62,inifinty,hisense,NULL,2014,NULL,2014.5,5,8,1280,720
GT-I9197,62,galaxy s4 mini td-lte,samsung,230,2013,7,2013.583333333333,4.3,8,960,540
TR10RS1,62,education tablet,intel,NULL,2014,NULL,2014.5,10.1,2,1280,800
A74,62,canvas fun,micromax,90,2013,9,2013.75,4.5,5,1280,720
Draco AW80,62,draco aw80,tronsmart,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H961AN,62,v10,lg,NULL,2015,NULL,2015.5,5.7,16,2560,1440
6545LVW,62,10,verizon,NULL,2016,NULL,2016.5,5.2,12,2560,1440
H900,62,h900,at&t,400,2015,10,2015.833333333333,8,16,2560,1440
D329,62,l series iii l70,lg,NULL,2014,NULL,2014.5,4.5,5,800,480
Agora 4g Plus,61,agora 4g plus,kogan,NULL,2014,NULL,2014.5,5,13,1280,720
G750-T01,61,honor 3x g750,huawei,NULL,2013,NULL,2013.5,5.5,13,1280,720
GT-I8260L,61,galaxy core,samsung,160,2013,6,2013.5,4.3,5,800,480
Y60-C1,61,y60,coolpad,NULL,2015,NULL,2015.5,5,3.15,854,480
ST17i,61,xperia active,sony ericsson,NULL,2011,NULL,2011.5,3,5,480,320
G621-TL00,61,g621-tl00,huawei,NULL,2014,NULL,2014.5,5,5,1280,720
IM-A810S,61,vega lte m,pantech,NULL,2011,NULL,2011.5,4.51,NULL,1280,800
Rome,61,rome,umi,NULL,2015,NULL,2015.5,5.5,13,1280,720
302HW,61,stream s,e-mobile,NULL,2014,NULL,2014.5,4.7,8,1280,720
KIW-TL00H,61,honor 5x,huawei,300,2015,11,2015.916666666667,5.5,13,1920,1080
S1La40,61,vibe s1 lite,lenovo,NULL,2016,NULL,2016.5,5,13,1920,1080
V498,61,g pad ii 8.0,lg,NULL,2015,NULL,2015.5,8,5,800,1280
LS770,61,g stylo,lg,180,2015,5,2015.416666666667,5.7,8,1280,720
T95N-2G,61,t95n-2g,wellwin,120,2016,2,2016.166666666667,NULL,NULL,NULL,NULL
Gpad Q7,60,gpad q7,eaget,NULL,2011,NULL,2011.5,7,0.3,480,800
SM-J700T1,60,galaxy j7,samsung,370,2015,6,2015.5,5.5,8,1280,720
NX507J,60,nubia z7 mini,zte,NULL,2014,NULL,2014.5,5.5,13,2560,1440
E405f,60,optimus l3 dual,lg,80,2012,7,2012.583333333333,3.2,NULL,320,240
D605,60,optimus l9 ii,lg,250,2013,10,2013.833333333333,4.7,8,1280,720
S308,60,s308,cubot,130,2014,7,2014.583333333333,5,13,1280,720
Lead 2S,60,lead 2s,leagoo,NULL,2014,NULL,2014.5,4.5,8,960,540
OnePAD 1100x2,60,onepad 1100x2,airis,350,2013,11,2013.916666666667,10.06,NULL,600,1024
Blackphone 2,60,blackphone 2,silent circle,NULL,2015,12,2016,5.5,13,1920,1080
A3-A20FHD,60,iconia tab a3,acer,NULL,2014,NULL,2014.5,10.1,5,1200,1920
K30-W,60,k3,lenovo,80,2014,12,2015,5,8,1280,720
iVibe,60,ivibe,maximus,NULL,2015,NULL,2015.5,5,5,854,480
P350,60,optimus me,lg,NULL,2011,NULL,2011.5,2.8,3.15,320,240
AQ5001,60,canvas juice 2,micromax,130,2015,3,2015.25,5,8,1280,720
GT-S5690,60,xcover,samsung,90,2011,10,2011.833333333333,3.65,3.15,480,320
SM-J510MN,60,galaxy j5,samsung,250,2016,4,2016.333333333333,5.2,13,1280,720
ZE552KL (Z012S),60,zenfone 3,asus,450,2016,8,2016.666666666667,5.5,16,1920,1080
SM-T210L,59,homeboy galaxy tab 3 7.0,samsung,140,2013,7,2013.583333333333,7,3.15,600,1024
PE-CL00,59,honor 6 plus,huawei,NULL,2014,NULL,2014.5,5.5,8,1920,1080
B15,59,cat b15,caterpillar,NULL,2013,NULL,2013.5,4,5,800,480
SM-G310HN,59,galaxy ace style,samsung,120,2014,5,2014.416666666667,4,5,800,480
Aquaris A4.5,59,aquaris a4.5,bq,NULL,2015,NULL,2015.5,4.5,8,960,540
SGH-I497,59,galaxy tab 2 10.1,samsung,370,2012,NULL,2012.5,10.13,3.15,800,1280
Desire 501 Dual SIM,59,desire 501 dual sim,htc,190,2014,2,2014.166666666667,4.3,8,800,480
55 Platinum,59,55 platinum,archos,NULL,2015,NULL,2015.5,5.5,13,1280,720
5036D,59,one touch pop c5 dual,alcatel,NULL,2013,NULL,2013.5,4.5,5,854,480
H60-L11,59,honor 6,huawei,NULL,2014,NULL,2014.5,5,13,1920,1080
F3113,59,xperia xa ultra,sony,NULL,2016,NULL,2016.5,5,16,1280,720
SGH-I257M,59,galaxy s4 mini,samsung,230,2013,7,2013.583333333333,4.3,8,960,540
CHM-TL00H,59,honor 4c,huawei,150,2015,11,2015.916666666667,5,13,1280,720
S5000-H,59,s5000,lenovo,130,2013,12,2014,7,5,800,1280
X145,59,l60,lg,90,2014,8,2014.666666666667,4.3,5,800,480
SM-J120A,59,galaxy j1,samsung,130,2016,1,2016.083333333333,4.5,5,800,480
XT1526,59,moto e 2nd gen,sprint,NULL,2015,NULL,2015.5,4.5,5,960,540
T6C,59,t6c,thl,NULL,2015,NULL,2015.5,5,5,854,480
S398,59,s398,philips,NULL,2014,NULL,2014.5,5,8,1280,720
SM-G920R4,59,galaxy s6,samsung,500,2015,4,2015.333333333333,5.1,16,2560,1440
P2S,59,pioneer p2s,gionee,NULL,2014,NULL,2014.5,4,5,800,480
Q3000,59,q3000,xolo,250,2013,12,2014,5.7,13,1920,1080
50 Platinum,58,50 platinum,archos,NULL,2013,NULL,2013.5,5.01,8,960,540
Y340-U081,58,y340-u081,huawei,150,2014,10,2014.833333333333,4,5,800,480
SM-G110H,58,galaxy pocket 2,samsung,100,2014,9,2014.75,3.3,1.9,320,240
F650K,58,x screen,kt,180,2016,3,2016.25,4.93,13,1280,720
80 Xenon,58,80 xenon,archos,NULL,2014,NULL,2014.5,8,2,768,1024
XT926,58,droid razr hd,motorola,290,2012,10,2012.833333333333,4.7,8,1280,720
A33,58,a33,oppo,240,2015,11,2015.916666666667,5,8,960,540
RM-820,58,lumia 920,nokia,210,2012,11,2012.916666666667,4.5,8,1280,768
SM-G7200,58,galaxy grand 3,samsung,260,2015,1,2015.083333333333,5.2,13,1280,720
M353,58,mx3,meizu,370,2013,10,2013.833333333333,5.1,8,1800,1080
M650,58,express,huawei,NULL,2011,NULL,2011.5,2.6,NULL,240,320
A240,58,canvas doodle 2,micromax,230,2013,8,2013.666666666667,5.7,12,1280,720
s7-601u,58,mediapad 7 vogue,huawei,180,2013,7,2013.583333333333,7,3.15,600,1024
P700,58,optimus l7,g-tab,240,2012,5,2012.416666666667,7,5,800,800
SCH-I959,58,galaxy s4,samsung,120,2013,2,2013.166666666667,5,13,1920,1080
SM-S820L,58,sm-s820l,samsung,180,2014,3,2014.25,4.7,5,800,480
K410,58,k10,lg,NULL,2016,NULL,2016.5,5.3,8,1280,720
Z010DA,58,z010da,asus,NULL,2016,NULL,2016.5,5.5,13,1280,720
Puls,58,puls,telekom,80,2015,9,2015.75,8,5,1280,800
S750,57,s750,lenovo,150,2013,NULL,2013.5,4.5,8,960,540
LS980,57,g2,sprint,270,2013,9,2013.75,5.2,13,1920,1080
D628u,57,desire 628,htc,200,2016,6,2016.5,5,13,1280,720
Venue 8 7840,57,venue 8 7840,dell,250,2016,1,2016.083333333333,8.4,2,1600,2560
7b G3,57,7b g3,arnova,300,2012,7,2012.583333333333,7.01,0.3,480,800
P512,57,flyer,htc,110,2011,5,2011.416666666667,7,NULL,600,1024
Y635-CL00,57,ascend y635,huawei,140,2015,5,2015.416666666667,5,5,854,480
X5S L,57,x5s l,vivo,430,2015,3,2015.25,5,13,1280,720
D23,57,ideanote 2,unknown,180,2012,4,2012.333333333333,5,NULL,1280,720
T326e,57,desire sv,htc,270,2012,11,2012.916666666667,4.3,NULL,800,480
Darkmoon,57,darkmoon,wiko,NULL,2014,NULL,2014.5,4.7,8,1280,720
Marathon M5 Lite,57,marathon m5 lite,gionee,170,2015,2,2015.166666666667,5,8,1280,720
D315,57,f70,lg,200,2014,5,2014.416666666667,4.5,5,800,480
V607L,57,g pad 2 8.0,lg,280,2015,10,2015.833333333333,8,5,800,1280
6045I,57,one touch idol 3,alcatel,NULL,2015,NULL,2015.5,5.5,8,1920,1080
LS992,57,g5,sprint,430,2016,4,2016.333333333333,5.3,16,2560,1440
E2104,57,xperia e4,sony,NULL,2015,NULL,2015.5,5,5,960,540
C199,57,c199,huawei,NULL,2014,NULL,2014.5,5.5,13,1280,720
G750-T00,57,honor 3x g750,huawei,250,2013,12,2014,5.5,13,1280,720
SM-S975L,57,galaxy s4,samsung,370,2014,NULL,2014.5,5,13,1920,1080
Uno M1,56,uno m1,synrgic,NULL,2013,NULL,2013.5,4.7,8,1280,720
SM-G928P,56,galaxy s6 edge+,sprint,530,2015,8,2015.666666666667,5.67,16,2560,1440
QMV7A,56,ellipsis 7,verizon,NULL,2013,NULL,2013.5,7,3.2,1280,800
CP8298 I00,56,note 3 lite,coolpad,NULL,2015,12,2016,5,13,1280,720
SGH-T599N,56,galaxy exhibit,samsung,90,2013,5,2013.416666666667,3.8,5,800,480
D816d,56,desire 816,htc,250,2014,5,2014.416666666667,5.5,13,1280,720
Touch Bean 402,56,touch bean 402,mobiistar,NULL,2014,6,2014.5,4,3,800,480
GT-S5312,56,galaxy pocket neo,samsung,370,2013,NULL,2013.5,3.01,2,320,240
X5 Max,56,x5 max,doogee,430,2015,3,2015.25,5,8,1280,720
C6916,56,xperia z1s lte-a,sony,260,2014,1,2014.083333333333,5,20.7,1920,1080
FTJ152D,56,samurai kiwami,freetel,NULL,2016,NULL,2016.5,6,21,2560,1440
A800,56,a800,lenovo,120,2013,1,2013.083333333333,7,5,854,480
E6603,56,xperia z5,sony,410,2015,10,2015.833333333333,5.2,23,1920,1080
SPH-D710,56,galaxy s2 epic touch 4g,samsung,130,2011,9,2011.75,4.53,8,800,480
8297-T01,56,dashen f1 plus,coolpad,NULL,2014,NULL,2014.5,5,8,1280,720
SGH-T399,56,garda,samsung,180,2013,10,2013.833333333333,4,4.9,800,480
S7800,55,s7800,jxd,NULL,2013,NULL,2013.5,7,2,800,1280
RCT6303W87DK,55,10 viking pro,rca tablets,NULL,2015,NULL,2015.5,10.1,2,800,1280
V495,55,g pad f 7.0 lte,lg,NULL,2015,NULL,2015.5,7,5,1280,800
Z812,55,maven,zte,50,2015,6,2015.5,4.5,5,854,480
GT-1313,55,gt-1313,samsung,370,2014,NULL,2014.5,3.9,5.5,800,480
7050Y,55,one touch pop s9,alcatel,NULL,2014,NULL,2014.5,5.9,8,1280,720
X515m,55,evo 3d,htc,220,2011,6,2011.5,4.3,5,960,540
MK908,55,mini pc google tv player,tronsmart,NULL,2013,NULL,2013.5,NULL,NULL,NULL,NULL
GT-P7501,55,galaxy tab 10.1n,samsung,410,2011,2,2011.166666666667,10.1,0.3,800,1280
Agora HD Mini,55,agora hd mini,kogan,120,2014,4,2014.333333333333,7.85,8,1024,768
802w,55,one,htc,400,2013,8,2013.666666666667,4.7,4.3,1920,1080
Aquaris M4.5,55,aquaris m4.5,bq,NULL,2015,NULL,2015.5,4.5,8,960,540
U8815,55,ascend g300,huawei,130,2012,5,2012.416666666667,4,5,800,480
7041X,55,one touch pop c7,alcatel,NULL,2014,NULL,2014.5,5,5,854,480
A68,55,a68,lava,NULL,2016,6,2016.5,5,8,854,480
763s,55,763s,avvio,NULL,2013,NULL,2013.5,3.5,2,480,320
GT-S5570i,55,galaxy mini plus / pop plus,samsung,100,2011,2,2011.166666666667,3.15,3.15,320,240
TF701T (K00C),55,transformer pad infinity,asus,NULL,2013,NULL,2013.5,10.1,NULL,1600,2560
A810e,55,chacha,htc,NULL,2011,NULL,2011.5,2.6,5,320,480
GT-C3312,54,duos,samsung,300,2012,6,2012.5,2.8,1.3,320,240
W610D,54,soul m2,k-touch,NULL,2013,NULL,2013.5,4,5,800,480
CAM-TL00H,54,honor 5a,huawei,200,2016,5,2016.416666666667,5.5,8,1280,720
A3600,54,a3600,lenovo,70,2014,NULL,2014.5,4.5,5,854,480
GT-S6810,54,galaxy fame,samsung,120,2013,3,2013.25,3.5,5,480,320
GW620,54,eve,lg,NULL,2009,NULL,2009.5,3,NULL,480,320
EVA-AL00,54,p9,huawei,600,2016,5,2016.416666666667,5.2,12,1920,1080
GT-I9515L,54,galaxy s4 value edition,samsung,330,2014,4,2014.333333333333,5,13,1920,1080
Q380,54,canvas spark,micromax,70,2015,4,2015.333333333333,4.7,8,960,540
A6020l36,54,vibe k5 plus,lenovo,140,2016,4,2016.333333333333,5,13,1920,1080
SHV32,54,aquos phone serie,kddi,NULL,2015,NULL,2015.5,5,13,1920,1080
Novo 10 Hero,54,novo 10 hero,ainol,NULL,2012,NULL,2012.5,10.13,NULL,1280,800
875,54,smart mini,vodafone,400,2013,7,2013.583333333333,3.5,2,480,320
GT-S6312,54,galaxy young,samsung,90,2013,3,2013.25,3.27,3.15,480,320
IN610,54,in610,infocus,NULL,2013,NULL,2013.5,6.1,8,1280,720
AS330,54,k7,lg,NULL,2016,NULL,2016.5,5,5,854,480
K130,54,k4,lg,100,2016,2,2016.166666666667,4.5,5,854,480
P5000,54,p5000,elephone,100,2015,10,2015.833333333333,5,16,1920,1080
Smart 7,54,smart 7,nex,80,2013,NULL,2013.5,4.5,5,NULL,NULL
Slate 10 HD,54,slate 10 hd,hp,NULL,2013,NULL,2013.5,10.1,5,800,1280
TPC-PA777,54,tpc-pa777,jay-tech,NULL,2014,NULL,2014.5,7,0.3,480,800
SM-T360,53,galaxy tab active,samsung,500,2014,12,2015,8,3.1,800,1280
Y560-U23,53,y5,huawei,110,2015,6,2015.5,4.5,5,854,480
K-Book,53,k-book,kalley,470,2012,8,2012.666666666667,7,0.3,480,800
GT-S5839i,53,galaxy ace,samsung,90,2012,2,2012.166666666667,3.5,5,480,320
Cink Five,53,cink five,wiko,NULL,2013,NULL,2013.5,5,8,1280,720
KIII,53,kiii,unknown,NULL,2015,NULL,2015.5,NULL,NULL,NULL,NULL
M2-803L,53,mediapad m2 8.0,huawei,250,2015,5,2015.416666666667,8,8,1200,1920
R.55,53,r.55,revel,NULL,2014,NULL,2014.5,5.5,5,960,540
A7-30DC,53,lenovo tab 2,lenovo,90,2015,1,2015.083333333333,7,2,600,1024
Amazing A7,53,amazing a7,twm,530,2014,1,2014.083333333333,5.5,8,960,540
D2104,53,xperia e1 dual,sony,120,2014,3,2014.25,4,3.15,800,480
SM-G900MD,53,galaxy s5,samsung,480,2014,4,2014.333333333333,5.1,16,1920,1080
LS996,53,g flex 2,lg,270,2015,2,2015.166666666667,5.5,13,1920,1080
RM-1090,53,lumia 535 dual sim,microsoft,80,2014,12,2015,5,5,960,540
Flare S4 Lite,53,flare s4 lite,cherry mobile,NULL,2015,NULL,2015.5,5,8,1280,720
SCH-R970,53,galaxy s4,us cellular,440,2013,5,2013.416666666667,5,13,1920,1080
R8207,53,r1c,oppo,NULL,2015,NULL,2015.5,5,13,1280,720
GT-I9505G,53,galaxy s4 lte,samsung,330,2013,4,2013.333333333333,5,13,1920,1080
A590,52,a590,lenovo,NULL,2013,NULL,2013.5,4.99,3,800,480
E-Tab 5,52,e-tab 5,general mobile,NULL,2015,NULL,2015.5,7,0.3,1200,1920
IK-TPC7065P,52,ik-tpc7065p,ikon,NULL,2013,NULL,2013.5,7,2,480,800
SGH-T399N,52,galaxy light,samsung,180,2013,10,2013.833333333333,4,5,800,480
RCT6773W22,52,7 voyager,rca,NULL,2014,NULL,2014.5,7,0.3,600,1024
Iris X8Q,52,iris x8q,lava,130,2015,2,2015.166666666667,5,5,1280,720
SCH-P709,52,galaxy mega 5.8,samsung,370,2013,NULL,2013.5,5.8,8,960,540
5200S,52,5200s,coolpad,NULL,2014,NULL,2014.5,4,2,800,400
Aspire A1,52,aspire a1,lemon,NULL,2013,NULL,2013.5,5.3,8,960,540
SHV-E230L,52,galaxy note 10.1,samsung,190,2012,5,2012.416666666667,10.1,5,800,1280
Smart 4,52,smart 4,nex,80,2014,NULL,2014.5,4.5,5,854,480
GT-P6210,52,galaxy tab 7,samsung,260,2012,NULL,2012.5,7,3.15,1024,600
SM-T670,52,galaxy view,samsung,370,2015,NULL,2015.5,18.4,2.1,1080,1920
MiBox 2,52,mibox 2,xiaomi,NULL,2013,NULL,2013.5,6.88,NULL,1080,1920
GT-I9301Q,52,galaxy s3 neo plus,samsung,270,2014,6,2014.5,4.8,8,1280,720
SM-G7108,52,galaxy grand 2,samsung,260,2013,10,2013.833333333333,5.25,8,1280,720
IM-A920S,52,pop up note,pantech,NULL,2014,NULL,2014.5,5.5,13,1920,1080
D820t,52,desire 820t,htc,270,2014,10,2014.833333333333,5.5,13,1280,720
SM-G930T1,52,galaxy a7,samsung,850,2016,9,2016.75,5.1,12,2560,1440
BARRY,52,barry,wiko,NULL,2014,NULL,2014.5,5,5,854,480
RM-1010,52,lumia 638,nokia,NULL,2014,NULL,2014.5,4.5,5,854,480
2PUK200,51,desire 825,htc,NULL,2016,NULL,2016.5,5.5,13,1280,720
Spira D2,51,spira d2,argos,NULL,2015,NULL,2015.5,5.5,13,1280,720
Stairway,51,stairway,wiko,NULL,2013,NULL,2013.5,5,13,1280,720
Y31A,51,y31a,vivo,130,2015,10,2015.833333333333,4.7,8,960,540
50e Helium,51,50e helium,archos,NULL,2015,NULL,2015.5,5,5,1280,720
Mi-535,51,stellar pinnacle pro,spice,NULL,2013,NULL,2013.5,5.3,8,960,540
P6-C00,51,ascend p6 td,huawei,300,2013,1,2013.083333333333,4.7,8,1280,720
MB525,51,defy,motorola,160,2010,2,2010.166666666667,3.7,NULL,854,480
808,51,808,hike,160,2013,4,2013.333333333333,4.7,41,1280,720
SC-01H,51,galaxy active neo,samsung,370,2015,NULL,2015.5,4.5,8,800,480
M255,51,m255,s-tell,NULL,2013,NULL,2013.5,4,5,800,480
402M,51,touch bean,mobiistar,NULL,2013,1,2013.083333333333,4,2,480,320
XT320,51,defy mini,motorola,160,2012,2,2012.166666666667,3.2,3.15,480,320
SM-N915P,50,galaxy note edge,sprint,650,2014,11,2014.916666666667,5.6,16,2560,1600
RM-845,50,lumia 822,nokia,320,2012,11,2012.916666666667,4.3,8,800,480
E405,50,optimus l3,lg,80,2012,7,2012.583333333333,3.2,NULL,320,240
